,CURRENTCLUB
PlayerId,ClubId
45335,2503
336158,2503
95261,3336
147487,720
134602,720
283130,720
610071,200
192897,3336
46415,3057
314959,3057
96454,3057
685806,2503
259988,3336
44903,3057
250638,3057
17804,3057
342148,7378
268642,720
178469,2282
290649,3729
600836,2425
186260,157
284728,1301
204111,3057
696655,1301
197613,2420
182816,3057
740039,3057
260139,3729
748023,29228
397090,2420
351729,3729
545538,3729
358719,2420
298410,2420
63837,2420
270188,2420
503212,2420
168536,2420
148489,2420
181781,2420
186233,157
195762,2420
604673,2420
111811,2420
448468,2420
169681,2420
164015,2420
124550,2420
67925,2420
212216,2420
288311,2420
288248,2420
412616,157
159098,157
335002,2420
15074,11127
425749,11127
181177,11127
335900,11127
383654,2420
44742,11127
684061,2420
381965,3057
282820,2420
260370,11127
258021,3336
47217,11127
330783,11127
503766,2420
415333,2420
297752,11127
231387,11127
42109,11127
539262,157
294814,157
570508,11127
338908,11127
48514,11127
36025,157
18759,157
116905,11127
612475,3057
605923,11127
575047,157
77757,157
70211,3729
53228,3729
26591,3729
99355,3729
214243,11127
57186,3729
65521,3057
22149,3057
398721,11127
596522,11127
117551,11127
567021,11127
499605,157
684340,157
280398,2420
426849,157
182882,1301
97335,157
166230,1301
291399,1301
175597,1301
263911,3729
290269,1301
599287,11127
203510,3729
218431,1301
236772,1301
340491,2425
350310,2425
315970,2425
504085,720
443673,1301
312732,1301
312731,1301
154990,1301
264137,157
245072,29228
507733,29228
210146,1301
55616,29228
606038,1301
122675,29228
516948,29228
366450,7378
598828,11127
545635,2425
393846,1301
352811,7378
401539,2425
564968,720
190543,7378
129725,7378
212923,7378
492955,29228
410226,720
37013,29228
430761,7378
254477,29228
446043,1301
439782,1301
74418,7378
557185,7378
359380,7378
388588,7378
312123,7378
419120,2425
59508,7378
411661,7378
357149,7378
74722,29228
242284,2282
37947,2503
114130,2503
310822,7378
375820,7378
158382,2503
130940,2503
127769,2503
144927,2503
303599,1301
9413,7378
9819,2503
631785,7378
468253,7378
79517,7378
353567,7378
379093,7378
491598,2503
157897,1301
223029,3329
598545,2503
429915,2282
406675,2503
347382,2503
75116,3329
419929,3329
349513,2503
187212,2503
457778,3329
522714,3329
168672,3329
212198,3329
564919,3329
536081,3329
337805,3329
543376,3329
312239,2282
520462,7378
423443,3329
87856,3329
377576,3329
593071,3329
260301,232
127822,232
58205,232
534473,2503
105496,232
113358,232
490423,2282
362835,7378
48987,232
150746,232
126341,41231
743233,1083
241347,1245
33343,1245
120785,1245
62700,1245
249271,1245
699266,232
520074,232
308552,232
349585,232
214316,336
348332,1245
180218,1245
226138,336
280543,232
582070,2698
104466,336
5404,336
111057,520
375770,3329
157036,294
506948,520
167291,294
191949,520
122946,294
665022,232
179860,336
338628,520
127198,1245
189047,2503
592735,336
489212,336
186279,28095
308441,294
430489,232
342216,520
375376,294
581140,336
275457,520
379737,520
193470,520
648971,520
502670,2698
719455,520
531835,520
168159,520
294321,294
176618,2698
48560,2698
56821,520
569842,520
25823,2698
321571,520
392717,520
31068,2698
72171,28095
86097,2698
451244,2698
235732,28095
134578,28095
655461,2698
211025,28095
288559,2698
25879,28095
250907,28095
274694,28095
220315,28095
393883,28095
486926,28095
501252,28095
33707,1245
598979,28095
504125,1245
182578,1245
448901,28095
287015,28095
15680,232
623315,28095
281873,232
402618,28095
88016,1083
623254,28095
212251,28095
419666,2698
325887,2698
289267,1245
582232,2698
451245,232
402613,232
132632,1245
685760,1083
685761,1083
5245,1083
44367,1083
787301,1083
561856,1083
787305,1083
745910,1083
787299,1083
685762,1083
787303,1083
582343,1083
685756,1083
621553,1083
538073,1245
379842,1083
88615,1083
685848,1083
574930,1083
787300,1083
743232,1083
787304,1083
743230,1083
621589,1083
322065,1083
743231,1083
182409,41231
621586,1083
235347,1083
596523,41231
413688,41231
285862,41231
403080,41231
584213,41231
458389,41231
72164,41231
379084,41231
172541,41231
685855,1083
666211,1083
507170,2698
246831,41231
601526,2698
215677,520
725003,520
435492,520
614770,41231
685735,41231
109197,520
284321,294
357161,336
287183,2410
60134,2410
362340,2410
787302,1083
38539,16704
236202,16704
271282,16704
58568,16704
106196,16704
476142,16704
588627,2410
452326,16704
89088,16704
318427,16704
103732,16704
430482,16704
519817,16704
543392,2410
104200,2698
494353,2698
451251,2698
262689,1075
72855,1075
528235,2696
354040,3725
67856,2696
158865,3725
99003,3725
390370,3725
72496,3725
185026,3725
253734,3725
375755,3725
171768,2696
30418,16704
225335,1075
411838,1075
34159,1075
123286,2696
85574,2696
623375,2696
539154,1075
17749,2696
657430,1075
58429,2696
118303,2696
38782,2696
279152,2696
342843,1075
478357,1075
425462,3725
583790,3725
476626,2696
605627,3725
143558,2696
369952,2696
623232,2696
117925,2696
515058,2410
519825,16704
518261,2410
430485,16704
560956,2696
523315,2410
315095,520
29392,2414
49841,29228
61637,4083
194549,4083
707381,2414
352721,820
76293,820
462819,2414
37934,833
524299,23611
799565,2414
652637,2553
595028,29228
536519,29228
60004,868
315337,868
308436,23611
233113,868
451113,2999
740514,820
636752,833
45389,4083
604239,130
534202,130
364206,130
315202,868
29594,130
196227,1283
284739,820
543197,868
111995,4603
537474,4603
205924,1283
662703,1283
556749,1283
273570,1283
124883,1283
409513,1283
556870,1283
593856,1283
120050,1283
297694,1283
158540,1283
187300,1283
224672,1283
374213,1283
56607,1283
415193,1283
536480,1283
549791,4083
136550,1283
524207,4603
47184,4603
94348,4603
538927,1283
258363,1283
84281,1283
211420,1283
59957,4603
145339,4603
586232,4603
253738,4603
643356,4603
230968,4603
13258,4603
655668,4603
596097,4603
477938,833
624119,4603
35872,4603
72490,4603
160831,4603
435288,4603
621314,4603
56684,4603
628332,4603
223405,1283
78497,4603
67071,4603
174563,4603
203716,4603
479589,868
293351,1283
94305,4603
580281,4603
270930,4603
309570,4603
733858,4603
127169,868
596094,4603
342100,868
465868,4603
584562,4603
114398,4603
484367,4603
63293,868
111063,868
146036,4603
563095,4603
321551,868
700265,868
341102,868
576990,868
483495,868
44594,1283
342098,868
700266,868
796047,868
159337,130
700264,868
46056,868
67655,868
251078,868
54512,868
460218,868
50483,868
372201,868
700646,130
199274,130
397486,130
170672,4603
700998,130
466268,130
201668,4603
94936,130
635993,868
398576,130
165531,130
430280,130
614742,130
131109,130
181501,4603
358165,130
507486,130
651727,130
543729,130
285796,130
534198,130
543727,130
613781,130
77828,833
163647,130
621965,130
625202,130
85208,130
222608,833
604207,130
57285,130
70176,833
309980,833
700643,130
114791,833
876532,833
198728,833
677186,833
261056,130
53602,833
171069,833
254981,4603
52262,833
30710,833
820647,833
869935,833
103559,833
220969,833
76176,833
876831,833
811332,833
40995,833
274466,833
249446,833
787027,833
47659,833
287871,130
361514,833
46658,820
820661,833
199958,833
606276,833
339432,833
880333,833
534706,820
293956,833
796259,833
35530,820
874114,868
845834,820
59699,130
668502,4603
845836,820
132014,820
203764,820
77974,820
148231,820
606277,833
98113,820
839486,820
74687,820
59333,820
391496,820
289898,833
820662,833
702988,820
727081,820
844588,820
75890,820
55801,4171
727084,820
655901,820
130394,4171
633442,820
59340,4171
81663,820
820663,833
845835,820
656206,820
315798,820
532040,4171
539612,4171
299232,820
244061,4171
839487,820
37295,4171
98888,4171
56762,4171
21151,4171
160560,4171
338637,4171
608469,4171
146743,4171
702559,820
163489,4171
88680,4171
46552,4171
550443,4171
290698,4171
457773,4171
373379,4083
708868,4171
200174,4171
331389,4171
314965,4083
476624,4171
165873,4171
85270,4171
291400,4083
705094,4171
121402,4083
343945,4083
309929,4083
33218,4083
139743,4171
532905,820
56803,4083
251070,820
86079,4083
705242,4083
51186,4083
320915,4171
210983,4083
218067,4083
365565,4083
273033,820
696617,4083
257660,4083
45513,39722
50774,39722
74448,4083
140082,39722
61751,4083
672792,4083
68211,39722
216118,4083
124769,4083
196158,39722
169841,4083
73943,4171
504825,4083
621232,4083
171261,39722
163582,4083
73480,39722
258835,39722
292545,39722
351388,39722
740515,820
81563,39722
293661,39722
667556,39722
157058,39722
127074,39722
94922,39722
872065,39722
667526,39722
123527,39722
60594,39722
43261,39722
667552,39722
45511,39722
627443,39722
252058,39722
263628,39722
37398,39722
621223,4083
85834,39722
149540,39722
34937,39722
672933,39722
640219,39722
270901,4083
306166,29228
658106,39722
371145,29228
196900,39722
105362,39722
87444,39722
509116,29228
818159,4083
347625,29228
238291,29228
4742,29228
120306,29228
58825,39722
188335,29228
238977,4171
213990,39722
434514,29228
292496,39722
70778,29228
342824,29228
593939,29228
20003,29228
190917,29228
666545,29228
457522,39722
227534,29228
798717,29228
434226,29228
634720,39722
171062,29228
660319,29228
446302,2999
795055,29228
336729,29228
54268,2999
490387,29228
446712,2999
68030,29228
283580,29228
351624,2999
797358,2999
422425,2999
330174,2999
567115,2999
249161,2999
110356,2999
45331,2999
256777,39722
222024,2999
456355,2999
293761,2999
681345,2999
332866,2999
272955,2999
374016,2999
344905,2999
94686,2999
193861,2999
606603,2999
370522,29228
450854,2553
399340,2999
509709,2999
509028,2999
36884,2553
136581,2999
177550,2553
335598,2999
622179,2999
157848,39722
9618,2553
606647,2553
333545,2553
664128,29228
67274,2553
243633,2553
313719,2553
56375,2553
45272,2553
652636,2553
350894,2999
703470,2553
747009,2553
747045,2553
193898,2553
606604,2999
606530,2553
265592,2553
205522,2553
14768,2553
114935,2553
655177,2553
165334,2553
740529,29228
746999,2553
191707,2553
81460,1160
257729,2553
379603,2553
694239,2553
556865,29228
694238,2553
694236,2553
862880,1160
524318,1160
347595,1160
567118,2999
509234,1160
747003,2553
57372,1160
364239,1160
255220,1160
184473,1160
814725,1160
444725,1160
456080,1160
450853,2553
526873,2553
531960,1160
200956,2553
232895,1160
535490,2553
344599,1160
364233,1160
282900,1160
164912,1160
391376,1160
412092,1160
251813,1160
190786,1160
747001,2553
606531,2553
347594,1160
434358,1160
545520,1160
188915,1160
483385,2553
476079,1160
550696,23611
624831,23611
350828,23611
567735,23611
654420,1160
94928,23611
400719,23611
57888,23611
470265,23611
230409,23611
524964,23611
491960,23611
48989,23611
315930,23611
740732,23611
248935,23611
229320,23611
765390,23611
190338,1160
537859,23611
768149,23611
116636,1426
863208,23611
267116,1426
60312,1426
840669,23611
379980,1426
752691,23611
305423,23611
58922,23611
146143,1426
212432,1426
315124,1426
90343,1426
599592,2553
457092,1426
326997,1426
728379,23611
647831,23611
578459,1426
739745,1426
96630,1426
28728,2553
497190,23611
49867,1426
499581,1426
183945,982
316760,982
84491,982
204347,982
198007,982
539547,1426
498235,982
333199,982
61764,982
743769,982
258745,982
352425,982
25289,982
690608,982
333694,982
268732,982
583520,982
457090,1426
456898,982
37850,1426
435489,982
371503,982
347019,982
457072,1426
159143,1426
671203,982
163051,982
288432,2414
269864,982
201135,1426
34556,1426
119291,1426
364295,982
322061,1426
94295,2414
282520,1426
379377,982
554422,1426
464598,2414
95984,2414
239987,2414
23076,2414
186486,2414
321851,2414
554198,2414
48867,2414
542684,2414
396936,2414
523965,2414
812630,2414
184534,2414
647583,2414
888677,2414
569654,2414
260838,2414
428444,2414
448696,2414
60220,2414
234183,2414
813106,2414
448471,2414
70567,369
143101,2414
256186,369
689634,2414
312712,2414
583585,2414
283231,369
342393,369
400549,369
673976,2414
250209,2414
542842,369
107266,369
311438,369
86310,369
167794,369
265040,369
569658,369
400537,369
72402,369
61336,369
164647,369
694077,369
253664,369
201427,369
38346,1426
627936,369
321884,369
685679,369
467236,369
599687,369
610323,369
279338,369
157912,369
164817,982
799554,369
672954,1426
313691,982
594561,982
728924,369
707317,1160
411646,369
453824,931
51152,931
149237,931
502074,931
111422,931
610403,369
609556,350
670859,350
49542,350
746740,350
35416,350
341317,350
298477,350
685642,369
623570,350
66923,350
218087,350
746753,350
746777,350
73547,350
54383,350
473080,350
57079,350
333014,350
638649,350
146690,350
465717,350
746778,350
543164,350
128909,350
258885,350
85706,350
13520,350
746734,350
214928,350
52495,350
212829,350
121324,350
123536,350
61697,350
79642,5358
323872,1160
548937,1268
592988,984
783434,1533
718201,5358
853290,5358
847772,1160
358907,28643
169757,28643
306131,28643
531825,366
804933,2969
694507,2969
567141,369
263183,2969
685939,3609
161549,1426
149716,931
531829,5358
465858,3609
292717,3609
443778,3609
282644,3609
198773,3609
267356,3609
234868,3609
144559,3609
685938,3609
427572,3609
525477,3609
98556,3609
78716,3609
319452,3609
449581,3609
157391,3609
282625,3609
515074,3609
235344,3609
47004,3609
128660,3609
117989,3609
406560,350
497175,2969
55295,3609
80173,2969
746427,3609
283585,3609
231025,2969
137841,2969
210081,2969
221119,3609
717600,3609
216499,2969
240941,3609
343773,3609
365770,2969
154199,2969
244133,3609
355641,2969
559263,931
229695,2969
723416,2969
395671,2969
197126,366
651139,3609
426790,2969
60890,366
278796,2969
804134,2969
596240,2969
60990,2969
392777,2969
894205,2969
202984,366
118044,3609
509510,2969
247652,366
142027,366
196435,366
221309,366
139434,366
311696,366
404688,366
337066,366
583510,366
188838,366
65331,366
235412,366
293388,366
207922,366
662142,2969
523972,366
37403,366
854973,2969
127554,366
710479,366
502893,28643
809716,366
221321,366
396841,28643
51667,366
145996,28643
340853,366
558553,28643
274958,2969
52112,28643
250574,28643
363541,366
71204,366
358115,366
446247,28643
401938,28643
292817,28643
194975,28643
214300,28643
840907,28643
83951,28643
180167,28643
418173,28643
409841,28643
526469,28643
250543,28643
184917,28643
45698,28643
581701,366
298983,5358
294987,28643
452714,28643
383153,5358
67808,5358
369159,28643
51474,5358
44069,5358
340867,5358
25412,5358
56777,5358
398851,28643
171362,5358
338665,28643
448835,366
396334,5358
71918,5358
57522,5358
804934,2969
491541,5358
81988,1533
230541,1533
51587,1533
201861,5358
98249,1533
461836,5358
242299,1533
150948,1533
223073,5358
261504,1533
506248,1533
39907,1533
67546,5358
39083,28643
290273,1533
341272,1533
601451,3609
71548,1533
290275,5358
684299,1533
189452,5358
79352,1533
58115,1533
199299,1533
138935,1533
684253,1533
243589,931
601556,28643
226973,931
178614,931
783429,1533
311287,1533
206746,931
65263,366
867426,1533
606848,1533
152651,931
157490,931
287431,931
258878,931
45882,931
480955,1533
718190,5358
65976,984
358042,28643
129627,984
123275,931
22614,984
77274,984
342048,984
62008,931
158623,931
186186,931
349701,931
261988,984
225984,984
824754,5358
186901,931
406636,984
387331,984
456877,984
488362,984
61832,984
145466,931
314183,984
223890,1533
183299,984
612748,984
44792,984
113036,984
36827,984
364827,984
67421,984
337922,1533
111524,984
614826,984
245625,984
406558,931
110864,984
314366,984
351755,984
504543,984
241324,1268
146509,984
671074,984
159026,1268
83946,1268
235230,1268
251912,984
194460,931
135213,984
246044,1268
59594,1268
342165,1268
35527,1268
528888,931
61814,984
331514,1268
778540,1268
547354,1268
361121,1268
401320,984
617751,1268
473170,1268
263553,1268
250440,1268
60744,1268
446248,1268
527966,1268
37920,984
33671,1268
235108,1268
443752,1268
38094,984
594277,1268
710999,1268
289651,1268
110475,1268
27304,1268
531712,1268
128907,1268
546944,984
548934,1268
108650,86
428502,1268
75489,86
416705,41201
130768,984
450195,1268
217652,41201
93844,86
388029,33
552534,4294
42033,86
449385,41201
308621,41201
455661,86
60632,86
645774,86
5017,86
43512,86
202228,86
156990,86
335997,86
196813,86
260053,86
277607,1268
56183,2425
346853,86
335003,86
358177,2425
407907,2425
455933,86
380078,86
344830,86
131933,2425
176485,2425
523850,2425
58396,86
34077,2425
393512,86
212899,2425
517705,2425
45529,2425
592351,2425
33648,2425
333166,2425
710860,2425
332615,2425
258034,2425
533060,2425
349567,1268
193859,86
381753,86
113504,4294
51191,4294
295169,4294
539252,2425
319623,2425
607093,2425
193081,4294
138350,4294
520469,2425
455425,2425
818068,2425
134580,4294
49788,41201
159142,2425
17592,2425
531916,4294
273455,4294
151205,4294
176906,4294
314970,4294
437566,4294
269467,4294
58923,4294
373374,4294
59823,4294
502661,2425
35242,4294
21175,33
4357,33
595008,4294
623251,41201
306668,4294
647129,4294
232577,4294
